timestamp,strategy,mode,action,direction,symbol,right,strike,expiry,qty,spot,entry_price,exit_price,pnl,cum_pnl,reason,ref
2026-08-05 09:15:01,Renko,PAPER,ENTRY,LONG,NIFTY-Aug2026-24650-CE,CE,24650.0,2026-08-18,65,24669.2,186.15,,,,,
2026-08-05 09:24:00,Delta20Hedged,PAPER,ENTRY,CE,NIFTY-Aug2026-24950-CE,CE,24950.0,2026-08-11,65,,35.5,,,,,
2026-08-05 09:24:00,Delta20Hedged,PAPER,ENTRY,CE,NIFTY-Aug2026-25150-CE,CE,25150.0,2026-08-11,65,,11.8,,,,,
2026-08-05 09:25:07,ML Ensemble,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24624.0,237.65,,,,,
2026-08-05 09:26:36,Renko,PAPER,EXIT,LONG,NIFTY-Aug2026-24650-CE,CE,24650.0,2026-08-18,65,,186.15,205.1,1231.7499999999993,,RR_RED_CANDLE,
2026-08-05 09:29:07,Bollinger Bands,PAPER,ENTRY,SHORT,NIFTY-Aug2026-24600-PE,PE,24600.0,2026-08-18,65,24617.75,156.0,,,,,
2026-08-05 09:30:02,LongStrangle,PAPER,ENTRY,CE,NIFTY-Aug2026-24650-CE,CE,24650.0,2026-08-11,65,24622.1,142.4,,,,,
2026-08-05 09:30:06,LongStrangle,PAPER,ENTRY,PE,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-11,65,24621.25,90.25,,,,,
2026-08-05 09:32:31,LongStrangle,PAPER,EXIT,PE,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-11,65,,90.25,92.45,143.00000000000017,,TRAILING_SL,
2026-08-05 09:34:46,Opening Range Breakout,PAPER,ENTRY,SHORT,NIFTY-Aug2026-24600-PE,PE,24600.0,2026-08-18,65,24614.0,161.1,,,,,
2026-08-05 09:35:00,Volatility Breakout,PAPER,ENTRY,SHORT,NIFTY-Aug2026-24600-PE,PE,24600.0,2026-08-18,65,24612.45,161.55,,,,,
2026-08-05 09:37:27,LongStrangle,PAPER,ENTRY,PE,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-11,65,24609.05,97.15,,,,,
2026-08-05 09:39:23,LongStrangle,PAPER,EXIT,PE,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-11,65,,97.15,92.15,-325.0,,TRAILING_SL,
2026-08-05 09:40:02,EMA,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24622.05,237.0,,,,,
2026-08-05 09:44:04,DonchianBearish,PAPER,ENTRY,SHORT,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-11,65,,174.0,,,,,
2026-08-05 09:44:04,DonchianBearish,PAPER,ENTRY,SHORT,NIFTY-Aug2026-25200-CE,CE,25200.0,2026-08-11,65,,9.25,,,,,
2026-08-05 09:44:23,CPRAlgo3,PAPER,ENTRY,LONG,NIFTY-Aug2026-24650-CE,CE,24650.0,2026-08-18,65,24628.1,212.1,,,,,
2026-08-05 09:51:07,HeikinAshi,PAPER,ENTRY,SHORT,NIFTY-Aug2026-24600-PE,PE,24600.0,2026-08-18,65,24621.8,155.95,,,,,
2026-08-05 09:51:55,LongStrangle,PAPER,EXIT,CE,NIFTY-Aug2026-24650-CE,CE,24650.0,2026-08-11,65,,142.4,138.8,-233.99999999999963,,TRAILING_SL,
2026-08-05 09:52:25,LongStrangle,PAPER,ENTRY,PE,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-11,65,24600.2,97.0,,,,,
2026-08-05 09:54:36,CPRAlgo3,PAPER,EXIT,LONG,NIFTY-Aug2026-24650-CE,CE,24650.0,2026-08-18,65,,212.1,202.35,-633.75,,ALGO3_STOP,
2026-08-05 09:54:59,EMA,PAPER,EXIT,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,,237.0,225.1,-773.5000000000003,,EMA11_EXIT,
2026-08-05 09:59:48,LongStrangle,PAPER,EXIT,PE,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-11,65,,97.0,99.3,149.49999999999983,,TRAILING_SL,
2026-08-05 10:03:03,HeikinAshi,PAPER,EXIT,SHORT,NIFTY-Aug2026-24600-PE,PE,24600.0,2026-08-18,65,,155.95,152.0,-256.74999999999926,,REVERSAL_TO_LONG,
2026-08-05 10:03:03,HeikinAshi,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24612.3,237.75,,,,,
2026-08-05 10:03:23,Renko,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24617.95,239.8,,,,,
2026-08-05 10:03:43,Renko,PAPER,EXIT,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,,239.8,237.85,-126.75000000000111,,STOP,
2026-08-05 10:03:49,Renko,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24620.6,239.2,,,,,
2026-08-05 10:03:59,Renko,PAPER,EXIT,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,,239.2,238.3,-58.49999999999852,,STOP,
2026-08-05 10:04:05,Renko,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24616.9,238.45,,,,,
2026-08-05 10:07:25,Renko,PAPER,EXIT,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,,238.45,226.15,-799.4999999999989,,STOP,
2026-08-05 10:07:29,Renko,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24591.45,226.15,,,,,
2026-08-05 10:07:35,Renko,PAPER,EXIT,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,,226.15,224.0,-139.75000000000037,,STOP,
2026-08-05 10:07:55,Renko,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24592.7,225.75,,,,,
2026-08-05 10:14:06,CPRAlgo3,PAPER,ENTRY,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,24620.7,240.05,,,,,
2026-08-05 10:27:07,LongStrangle,PAPER,ENTRY,PE,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-11,65,24592.8,104.35,,,,,
2026-08-05 10:27:55,Renko,PAPER,EXIT,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,,225.75,223.95,-117.00000000000074,,STOP,
2026-08-05 10:29:03,CPRAlgo3,PAPER,EXIT,LONG,NIFTY-Aug2026-24600-CE,CE,24600.0,2026-08-18,65,,240.05,223.35,-1085.5000000000011,,ALGO3_STOP,
2026-08-05 10:31:57,Renko,PAPER,ENTRY,SHORT,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-18,65,24563.8,175.45,,,,,
2026-08-05 10:32:17,LongStrangle,PAPER,EXIT,PE,NIFTY-Aug2026-24550-PE,PE,24550.0,2026-08-11,65,,104.35,122.7,1192.7500000000005,,TRAILING_SL,
